"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","cond_pos","cond_neg","message_choice","choice_dom","choice_nondom","comp_dom_1","comp_nondom_1","attitude_dom","attitude_nondom","preference","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","check_2","age","gender_.99_TEXT","race_5_TEXT","feedback","cond","cond_word","cond_word1","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","income","edu"
356,"0","100","346","1","1","4","I believe the employee could feel that their manager believes in their ability to do this task. ","","2","","1","","41","","4","4","10","20","30","40","50","60","70","80","90","100","5","4","5","5","5","5","3","5","5","5","5","white","43","","","","pos","positively","positive","Full-time","","","","","","","","","man","asian","","","","","","$160,001-$180,000","4yearColl"
357,"0","100","303","1","1","4","","The employee might have a negative reaction to the message because it directly subjects them to the association of their bonus with their performance, which can potentially pressure them. ","1","1","","36","","3","","4","0","3","6","8","11","12","14","21","23","27","5","5","3","5","5","3","5","5","2","5","5","Blue","22","","","","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","$180,001-$200,000","4yearColl"
358,"0","100","403","1","1","4","","This message is somewhat demanding and punitive.  It threatens poor performance with reduced bonus, which could make an employee resentful or fearful towards the manager.  This is not a productive way to build trust and rapport with an employee, in my opinion.","2","","2","","35","","2","5","30","35","40","50","60","70","100","100","100","100","5","6","2","2","6","4","5","2","4","4","5","Green","52","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$120,001-$140,000","4yearColl"
359,"0","100","179","1","1","4","The harder they work, the more bonus they can potentially receive","","2","","1","","50","","7","6","100","100","100","100","100","100","100","100","100","100","1","7","1","1","7","1","7","1","7","7","5","red","37","","","","pos","positively","positive","Full-time","","","","","","","","","man","asian","","","","","","$120,001-$140,000","2yearColl"
360,"0","100","759","1","1","4","","The employee may feel pressured and undervalued by the manager's emphasis on the bonus, leading them to believe that their worth is tied solely to performance rather than their overall contributions. It could make them resentful, lose motivation, and may perceive the manager as unsupportive and demanding.","2","","2","","35","","2","6","45","30","20","5","5","3","10","6","8","5","1","6","2","1","7","2","7","1","6","4","5","14285733","28","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","asian","","","","","","$20,001-$40,000","2yearColl"
361,"0","100","367","1","1","4","","It could come off as passive aggressive and they may feel inclined to do bad out of spite.","2","","1","","50","","6","6","100","100","100","100","100","100","100","100","100","100","2","7","1","1","7","4","7","1","6","7","5","Amber","21","","","","neg","negatively","negative","","","","","","","","","Other","woman","","","white","","","","$100,001-$120,000","GED"
362,"0","100","628","1","1","4","The employee might react positively to the message to ensure they receive the full bonus.","","2","","1","","50","","3","6","100","100","100","100","100","100","100","100","100","100","1","7","1","1","7","1","7","1","7","7","5","blue","66","","","Thank you!","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$120,001-$140,000","4yearColl"
363,"0","100","287","1","1","4","","The statement ends by emphasizing the negative consequence of not achieving the goal. Ending on a negative note could invoke negative responses. ","2","","1","","45","","5","5","100","100","100","100","100","100","100","100","100","100","3","6","1","1","7","6","6","2","6","6","5","Blue","27","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","4yearColl"
364,"0","100","795","1","1","4","The manager sounds like they are being encouraging.  The employee could react positively in that they could feel that the manager is looking out for their interest in making sure they get the full bonus.","","2","","1","","46","","3","4","7","17","29","40","53","65","74","86","96","100","2","6","1","2","4","3","6","2","5","5","5","green","47","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$140,001-$160,000","4yearColl"
365,"0","100","828","1","1","4","","In this message it is right to the point however it is very rude and not very encouraging.  I feel this message could make the employee nervous and worry some, by applying too much pressure on the employee.","2","","2","","25","","1","4","10","21","28","36","44","53","63","72","82","100","5","6","1","1","6","3","7","1","3","3","5","Red","34","","","No","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$0-$20,000","GED"
366,"0","100","378","1","1","4","The tone of this message has a threatening quality. It also implies the absolute best hasnt been applied in previous situations. These seem like orders and as an employee would probably tune out with a bit of resentment regarding the tone","","2","","1","","19","","3","4","10","21","30","40","50","60","70","80","90","100","4","5","1","7","7","3","7","1","5","5","5","Green","50","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","black","","","","","$140,001-$160,000","MA"
367,"0","100","740","1","1","4","","They might think it is negative because you are putting a lot of pressure on them.","2","","1","","39","","4","6","50","51","50","50","50","50","50","100","100","100","4","4","1","1","7","4","7","1","7","7","5","Blue","37","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","4yearColl"
368,"0","100","556","1","1","4","This message gets across confidence in their employee, the manager expresses trust that the employee knows the task, and trusts them to get in there and do it. Potentially the employee understands the sentiment of a bonus as a positive motivator.","","2","","1","","35","","2","5","0","0","0","0","0","15","0","0","0","85","3","6","2","4","7","5","6","2","3","4","5","green","44","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$120,001-$140,000","4yearColl"
369,"0","100","450","1","1","4","Assuming the employee respects their manager, they will want to prove and reinforce their capabilities, meaning their motivated and focused to perform well. ","","2","","1","","46","","5","5","0","0","0","0","50","50","50","50","50","100","3","5","1","1","7","5","6","2","6","6","5","Pink","33","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","4yearColl"
370,"0","100","545","1","1","4","The employee might feel that their manager believes they are competent and skilled and that this message is their way of encouraging the employee to perform their best. The employee might feel motivated to work hard.","","2","","2","","15","","1","5","10","20","30","50","60","65","75","85","100","100","5","6","2","5","6","6","6","5","5","4","5","Purple","30","","","","pos","positively","positive","Full-time","","","","","","","","","woman","asian","","","","","","Over $200,000","4yearColl"
371,"0","100","375","1","1","4","","Well, the message is a threat, and no one likes being threatened. Even if the employee is a bit more motivated because they now know the cost of failure, they'll remember that their manager threatened them to do well ""or else.""","2","","1","","30","","1","6","10","20","30","40","50","60","70","80","90","100","5","4","2","4","5","5","5","3","5","5","5","blue","37","","","None","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","$100,001-$120,000","MA"
372,"0","100","603","1","1","4","","they might have a negative reaction to it because it seems harsh and blunt without a lot of niceness added","2","","1","","38","","3","4","8","25","37","48","63","74","81","86","95","100","3","5","3","2","5","3","5","2","5","5","5","yellow","27","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$100,001-$120,000","4yearColl"
373,"0","100","714","1","1","4","If the employee and the manager have a good relationship built on trust and respect then the employee will be all in on the task and put forth maximum effort.","","2","","2","","25","","4","5","10","10","10","25","25","30","25","40","30","25","2","7","1","1","6","5","6","2","6","6","5","Green","50","","","Thank you for the opportunity to share my thoughts.","pos","positively","positive","Full-time","","","","","","","","","man","","black","","","","","$80,001-$100,000","4yearColl"
